,Name,URLS,Treatment
1733,"Cardiac valvular dysplasia, X-linked",/diseases/1096/cardiac-valvular-dysplasia-x-linked,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1734,Cardiac-Valvular Ehlers-Danlos syndrome,/diseases/12613/cardiac-valvular-ehlers-danlos-syndrome,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1735,Jervell Lange-Nielsen syndrome,/diseases/3048/jervell-lange-nielsen-syndrome,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1736,Cardioauditory syndrome of Sanchez Cascos,/diseases/8519/cardioauditory-syndrome-of-sanchez-cascos,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1737,Cardiocranial syndrome,/diseases/8586/cardiocranial-syndrome,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1738,Cardioencephalomyopathy,/diseases/10673/cardioencephalomyopathy,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1739,Cardiofacial syndrome short limbs,/diseases/1097/cardiofacial-syndrome-short-limbs,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1740,Cardiofaciocutaneous syndrome,/diseases/9146/cardiofaciocutaneous-syndrome,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1741,Dilated cardiomyopathy with hypergonadotropic hypogonadism,/diseases/3373/dilated-cardiomyopathy-with-hypergonadotropic-hypogonadism,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1742,Cardiomelic syndrome Stratton Koehler type,/diseases/1099/cardiomelic-syndrome-stratton-koehler-type,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1743,LEOPARD syndrome,/diseases/1100/leopard-syndrome,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1744,Sengers syndrome,/diseases/1142/sengers-syndrome,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1745,Cardiomyopathy and deafness due to tRNA lysine gene mutation,/diseases/1108/cardiomyopathy-and-deafness-due-to-trna-lysine-gene-mutation,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1746,Cardiomyopathy cataract hip spine disease,/diseases/1102/cardiomyopathy-cataract-hip-spine-disease,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1747,Cardiomyopathy diabetes deafness,/diseases/1103/cardiomyopathy-diabetes-deafness,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1748,Cardiomyopathy dilated with conduction defect type 1,/diseases/1104/cardiomyopathy-dilated-with-conduction-defect-type-1,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1749,Cardiomyopathy dilated with conduction defect type 2,/diseases/5644/cardiomyopathy-dilated-with-conduction-defect-type-2,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1750,Cardiomyopathy dilated with woolly hair and keratoderma,/diseases/5595/cardiomyopathy-dilated-with-woolly-hair-and-keratoderma,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1751,Cardiomyopathy due to anthracyclines,/diseases/1107/cardiomyopathy-due-to-anthracyclines,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1752,Familial hypertrophic cardiomyopathy,/diseases/7229/familial-hypertrophic-cardiomyopathy,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1753,Cardiomyopathy hypogonadism metabolic anomalies,/diseases/1109/cardiomyopathy-hypogonadism-metabolic-anomalies,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1754,Cardiomyopathy spherocytosis,/diseases/1110/cardiomyopathy-spherocytosis,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1755,Familial dilated cardiomyopathy,/diseases/2905/familial-dilated-cardiomyopathy,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1756,"Cardiomyopathy, fatal fetal, due to myocardial calcification",/diseases/8311/cardiomyopathy-fatal-fetal-due-to-myocardial-calcification,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1757,Cardioskeletal syndrome Kuwaiti type,/diseases/2613/cardioskeletal-syndrome-kuwaiti-type,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1758,Cardiospasm,/diseases/5999/cardiospasm,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1759,"Mitral regurgitation, conductive deafness, and fusion of cervical vertebrae and of carpal and tarsal bones",/diseases/2362/mitral-regurgitation-conductive-deafness-and-fusion-of-cervical-vertebrae-and-of-carpal-and-tarsal-bones,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1760,Carey-Fineman-Ziter syndrome,/diseases/3889/carey-fineman-ziter-syndrome,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1761,Pectus carinatum,/diseases/9656/pectus-carinatum,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1762,Multicentric osteolysis nephropathy,/diseases/3818/multicentric-osteolysis-nephropathy,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1763,Carnevale Hernandez Castillo syndrome,/diseases/1117/carnevale-hernandez-castillo-syndrome,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1764,Paraganglioma and gastric stromal sarcoma,/diseases/10643/paraganglioma-and-gastric-stromal-sarcoma,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1765,Carney triad,/diseases/10924/carney-triad,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1766,Primary carnitine deficiency,/diseases/5104/primary-carnitine-deficiency,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1767,Carnitine palmitoyl transferase 1 deficiency,/diseases/1120/carnitine-palmitoyl-transferase-1-deficiency,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1768,"Carnitine palmitoyltransferase I deficiency , muscle",/diseases/10325/carnitine-palmitoyltransferase-i-deficiency-muscle,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1769,Carnitine palmitoyltransferase 2 deficiency,/diseases/1121/carnitine-palmitoyltransferase-2-deficiency,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1770,Carnitine-acylcarnitine translocase deficiency,/diseases/1123/carnitine-acylcarnitine-translocase-deficiency,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1771,Carnosinemia,/diseases/6001/carnosinemia,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1772,Caroli disease,/diseases/6002/caroli-disease,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1773,Carotid body tumor,/diseases/10598/carotid-body-tumor,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1774,Carotidynia,/diseases/10369/carotidynia,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1775,Carpal deformity micrognathia microstomia,/diseases/1125/carpal-deformity-micrognathia-microstomia,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1776,Carpo tarsal osteolysis recessive,/diseases/1129/carpo-tarsal-osteolysis-recessive,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1777,Carpotarsal osteochondromatosis,/diseases/1128/carpotarsal-osteochondromatosis,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1778,Chronic eosinophilic pneumonia (CEP),/diseases/1130/chronic-eosinophilic-pneumonia-cep,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1779,Collagenopathy type 2 alpha 1,/diseases/9246/collagenopathy-type-2-alpha-1,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1780,Cartilage-hair hypoplasia,/diseases/6996/cartilage-hair-hypoplasia,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1781,Metaphyseal dysplasia without hypotrichosis,/diseases/10622/metaphyseal-dysplasia-without-hypotrichosis,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1782,Cartilaginous cancer,/diseases/6004/cartilaginous-cancer,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1783,Tracheobronchopathia osteoplastica,/diseases/5235/tracheobronchopathia-osteoplastica,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1784,Cartwright Nelson Fryns syndrome,/diseases/1132/cartwright-nelson-fryns-syndrome,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1785,CASK-Related Disorders,/diseases/12670/cask-related-disorders,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1786,"Cataracts, ataxia, short stature, and mental retardation",/diseases/10222/cataracts-ataxia-short-stature-and-mental-retardation,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
1787,Cassavism,/diseases/10442/cassavism,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
