,Name,URLS
1459,Encephalopathy intracranial calcification growth hormone deficiency microcephaly retinal degeneration,/diseases/2113/encephalopathy-intracranial-calcification-growth-hormone-deficiency-microcephaly-retinal-degeneration
1460,Porencephaly cerebellar hypoplasia internal malformations,/diseases/4437/porencephaly-cerebellar-hypoplasia-internal-malformations
1461,Turner syndrome,/diseases/7831/turner-syndrome
1462,Book syndrome,/diseases/932/book-syndrome
1463,Boomerang dysplasia,/diseases/933/boomerang-dysplasia
1464,Bronchiolitis obliterans organizing pneumonia,/diseases/5961/bronchiolitis-obliterans-organizing-pneumonia
1465,Branchiootorenal syndrome,/diseases/10147/branchiootorenal-syndrome
1466,Whooping cough,/diseases/8692/whooping-cough
1467,BOR-Duane hydrocephalus contiguous gene syndrome,/diseases/10002/bor-duane-hydrocephalus-contiguous-gene-syndrome
1468,Bork Stender Schmidt syndrome,/diseases/938/bork-stender-schmidt-syndrome
1469,Lyme disease,/diseases/12073/lyme-disease
1470,Borrone Di Rocco Crovato syndrome,/diseases/939/borrone-di-rocco-crovato-syndrome
1471,Buschke Ollendorff syndrome,/diseases/1044/buschke-ollendorff-syndrome
1472,Bothriocephalosis,/diseases/942/bothriocephalosis
1473,Rhabdomyosarcoma embryonal,/diseases/4702/rhabdomyosarcoma-embryonal
1474,Botulism,/diseases/943/botulism
1475,Boudhina Yedes Khiari syndrome,/diseases/945/boudhina-yedes-khiari-syndrome
1476,Bourneville syndrome,/diseases/946/bourneville-syndrome
1477,Mental retardation short stature microcephaly eye,/diseases/3515/mental-retardation-short-stature-microcephaly-eye
1478,Bow hunter's stroke,/diseases/10952/bow-hunters-stroke
1479,Chitty Hall Webb syndrome,/diseases/1277/chitty-hall-webb-syndrome
1480,Bowen-Conradi syndrome,/diseases/5950/bowen-conradi-syndrome
1481,Bowenoid papulosis,/diseases/5951/bowenoid-papulosis
1482,Bowen's disease,/diseases/5948/bowens-disease
1483,"Bowing of legs, anterior with dwarfism",/diseases/5232/bowing-of-legs-anterior-with-dwarfism
1484,Bowing of long bones congenital,/diseases/953/bowing-of-long-bones-congenital
1485,Fuhrmann syndrome,/diseases/2410/fuhrmann-syndrome
1486,Kyphomelic dysplasia,/diseases/10149/kyphomelic-dysplasia
1487,Boylan Dew Greco syndrome,/diseases/954/boylan-dew-greco-syndrome
1488,Bronchopulmonary dysplasia,/diseases/5962/bronchopulmonary-dysplasia
1489,Brachioskeletogenital syndrome,/diseases/955/brachioskeletogenital-syndrome
1490,Cornelia de Lange syndrome,/diseases/10109/cornelia-de-lange-syndrome
1491,Brachycephalofrontonasal dysplasia,/diseases/957/brachycephalofrontonasal-dysplasia
1492,Fine-Lubinsky syndrome,/diseases/958/fine-lubinsky-syndrome
1493,Brachydactylous dwarfism Mseleni type,/diseases/960/brachydactylous-dwarfism-mseleni-type
1494,Brachydactyly,/diseases/11913/brachydactyly
1495,Brachydactyly absence of distal phalanges,/diseases/961/brachydactyly-absence-of-distal-phalanges
1496,"Heart-hand syndrome, Spanish type",/diseases/2614/heart-hand-syndrome-spanish-type
1497,Brachydactyly anonychia,/diseases/962/brachydactyly-anonychia
1498,Brachydactyly elbow wrist dysplasia,/diseases/966/brachydactyly-elbow-wrist-dysplasia
1499,Brachydactyly long thumb type,/diseases/968/brachydactyly-long-thumb-type
1500,Brachydactyly-mesomelia-intellectual disability-heart defects syndrome,/diseases/5036/brachydactyly-mesomelia-intellectual-disability-heart-defects-syndrome
1501,Brachydactyly Mononen type,/diseases/4886/brachydactyly-mononen-type
1502,Sugarman brachydactyly,/diseases/5058/sugarman-brachydactyly
1503,Brachydactyly preaxial with hallux varus and thumb abduction,/diseases/972/brachydactyly-preaxial-with-hallux-varus-and-thumb-abduction
1504,Brachydactyly small stature face anomalies,/diseases/974/brachydactyly-small-stature-face-anomalies
1505,Brachydactyly type A7,/diseases/984/brachydactyly-type-a7
1506,Brachydactyly tibial hypoplasia,/diseases/977/brachydactyly-tibial-hypoplasia
1507,Brachydactyly type B,/diseases/985/brachydactyly-type-b
1508,Brachydactyly type E,/diseases/987/brachydactyly-type-e
1509,Cleidorhizomelic syndrome,/diseases/5532/cleidorhizomelic-syndrome
1510,Sillence syndrome,/diseases/4869/sillence-syndrome
1511,Fibular aplasia ectrodactyly,/diseases/2331/fibular-aplasia-ectrodactyly
1512,Microcephalic osteodysplastic primordial dwarfism type 1,/diseases/5120/microcephalic-osteodysplastic-primordial-dwarfism-type-1
1513,Brachymesomelia renal syndrome,/diseases/988/brachymesomelia-renal-syndrome
1514,Langer Nishino Yamaguchi syndrome,/diseases/3174/langer-nishino-yamaguchi-syndrome
1515,Brachymesophalangy type 2,/diseases/989/brachymesophalangy-type-2
1516,Brachymetapody anodontia hypotrichosis albinoidism,/diseases/992/brachymetapody-anodontia-hypotrichosis-albinoidism
1517,Brachyolmia,/diseases/10903/brachyolmia
1518,Spondyloepiphyseal dysplasia Maroteaux type,/diseases/994/spondyloepiphyseal-dysplasia-maroteaux-type
1519,"Brachyphalangy, polydactyly, and tibial aplasia/hypoplasia",/diseases/9893/brachyphalangy-polydactyly-and-tibial-aplasiahypoplasia
1520,Pure autonomic failure,/diseases/10428/pure-autonomic-failure
1521,Thrombocytopenia Robin sequence,/diseases/5193/thrombocytopenia-robin-sequence
1522,Braddock Jones Superneau syndrome,/diseases/998/braddock-jones-superneau-syndrome
1523,Dandy-Walker malformation with sagittal craniosynostosis and hydrocephalus,/diseases/1592/dandy-walker-malformation-with-sagittal-craniosynostosis-and-hydrocephalus
1524,Bradyopsia,/diseases/12299/bradyopsia
1525,Brain stem cancer,/diseases/8244/brain-stem-cancer
1526,"Brain tumor, adult",/diseases/9307/brain-tumor-adult
1527,"Brain tumor, childhood",/diseases/9310/brain-tumor-childhood
1528,Turcot syndrome,/diseases/420/turcot-syndrome
1529,Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy,/diseases/9921/polycystic-lipomembranous-osteodysplasia-with-sclerosing-leukoencephalopathy
1530,Branchial arch defects,/diseases/1001/branchial-arch-defects
1531,Branchial arch syndrome X-linked,/diseases/1002/branchial-arch-syndrome-x-linked
1532,Lambert syndrome,/diseases/3169/lambert-syndrome
1533,Dentinogenesis imperfecta type 3,/diseases/10144/dentinogenesis-imperfecta-type-3
1534,Punctate palmoplantar keratoderma type I,/diseases/3103/punctate-palmoplantar-keratoderma-type-i
1535,Pemphigus and fogo selvagem,/diseases/7353/pemphigus-and-fogo-selvagem
1536,BRCA1 hereditary breast and ovarian cancer syndrome,/diseases/12351/brca1-hereditary-breast-and-ovarian-cancer-syndrome
1537,BRCA2 hereditary breast and ovarian cancer syndrome,/diseases/12352/brca2-hereditary-breast-and-ovarian-cancer-syndrome
1538,"Breast cancer, male",/diseases/9312/breast-cancer-male
1539,"Breast cancer, childhood",/diseases/9311/breast-cancer-childhood
1540,Familial breast cancer,/diseases/10415/familial-breast-cancer
1541,Inflammatory breast cancer,/diseases/6784/inflammatory-breast-cancer
1542,Brenner tumor of ovary,/diseases/9397/brenner-tumor-of-ovary
1543,Brenner tumor of the vagina,/diseases/10006/brenner-tumor-of-the-vagina
1544,Glomerulonephritis,/diseases/6516/glomerulonephritis
1545,Typhus,/diseases/7833/typhus
1546,Osteogenesis imperfecta,/diseases/1017/osteogenesis-imperfecta
1547,Brittle bone syndrome lethal type,/diseases/1018/brittle-bone-syndrome-lethal-type
1548,Brittle cornea syndrome,/diseases/1019/brittle-cornea-syndrome
1549,Brittle diabetes,/diseases/11900/brittle-diabetes
1550,Trichothiodystrophy ,/diseases/12109/trichothiodystrophy
1551,Bruck syndrome 1,/diseases/1029/bruck-syndrome-1
1552,Bruck syndrome 2,/diseases/10023/bruck-syndrome-2
1553,Hyperlipidemia type 3,/diseases/6703/hyperlipidemia-type-3
1554,Pachygyria,/diseases/7300/pachygyria
1555,Rubinstein Taybi like syndrome,/diseases/4745/rubinstein-taybi-like-syndrome
1556,Rubinstein-Taybi syndrome,/diseases/7593/rubinstein-taybi-syndrome
1557,Pseudopelade of Brocq,/diseases/4536/pseudopelade-of-brocq
1558,Dermatitis herpetiformis ,/diseases/1917/dermatitis-herpetiformis
1559,Macrothrombocytopenia progressive deafness,/diseases/179/macrothrombocytopenia-progressive-deafness
1560,Brody myopathy,/diseases/9158/brody-myopathy
1561,Bronchial adenomas/carcinoids childhood,/diseases/9313/bronchial-adenomascarcinoids-childhood
1562,Bronchiectasis oligospermia,/diseases/1023/bronchiectasis-oligospermia
1563,Bronchiolitis obliterans,/diseases/9551/bronchiolitis-obliterans
1564,Bronchogenic cyst,/diseases/1025/bronchogenic-cyst
1565,Multiple familial trichoepithelioma,/diseases/10867/multiple-familial-trichoepithelioma
1566,Brooks Wisniewski Brown syndrome,/diseases/5610/brooks-wisniewski-brown-syndrome
1567,Brown syndrome,/diseases/5963/brown-syndrome
1568,Brown-Sequard syndrome,/diseases/5964/brown-sequard-syndrome
1569,Riboflavin transporter deficiency,/diseases/9993/riboflavin-transporter-deficiency
1570,Brucellosis,/diseases/5966/brucellosis
1571,Brugada syndrome,/diseases/1030/brugada-syndrome
1572,Brugada syndrome 3,/diseases/10361/brugada-syndrome-3
1573,Brugada syndrome 4,/diseases/10362/brugada-syndrome-4
1574,Monoamine oxidase A deficiency,/diseases/3531/monoamine-oxidase-a-deficiency
1575,Feingold syndrome,/diseases/8407/feingold-syndrome
1576,Brunsting-Perry syndrome,/diseases/10454/brunsting-perry-syndrome
1577,Bruyn Scheltens syndrome,/diseases/1034/bruyn-scheltens-syndrome
1578,Bubonic plague,/diseases/183/bubonic-plague
1579,Buruli ulcer,/diseases/9520/buruli-ulcer
1580,Budd-Chiari syndrome,/diseases/5968/budd-chiari-syndrome
1581,Buerger disease,/diseases/5969/buerger-disease
1582,Kennedy disease,/diseases/6818/kennedy-disease
1583,Taurodontism,/diseases/5119/taurodontism
1584,Simpson-Golabi-Behmel syndrome,/diseases/7649/simpson-golabi-behmel-syndrome
1585,Kindler syndrome,/diseases/4391/kindler-syndrome
1586,Wells syndrome,/diseases/329/wells-syndrome
1587,Bullous dystrophy hereditary macular type,/diseases/1038/bullous-dystrophy-hereditary-macular-type
1588,Papular urticaria,/diseases/7322/papular-urticaria
1589,Ichthyosis bullosa of Siemens,/diseases/2966/ichthyosis-bullosa-of-siemens
1590,Familial lipoprotein lipase deficiency,/diseases/12241/familial-lipoprotein-lipase-deficiency
1591,Glanders,/diseases/9536/glanders
1592,Burn Goodship syndrome,/diseases/1041/burn-goodship-syndrome
1593,Burnett Schwartz Berberian syndrome,/diseases/1042/burnett-schwartz-berberian-syndrome
1594,Kniest-like dysplasia with pursed lips and ectopia lentis,/diseases/10512/kniest-like-dysplasia-with-pursed-lips-and-ectopia-lentis
1595,Buschke Lowenstein tumor,/diseases/9663/buschke-lowenstein-tumor
1596,Scleredema,/diseases/5975/scleredema
1597,Patterned dystrophy of retinal pigment epithelium,/diseases/9821/patterned-dystrophy-of-retinal-pigment-epithelium
1598,Limb deficiencies distal with micrognathia,/diseases/3252/limb-deficiencies-distal-with-micrognathia
1599,FBXL4-related encephalomyopathic mitochondrial DNA depletion syndrome,/diseases/13298/fbxl4-related-encephalomyopathic-mitochondrial-dna-depletion-syndrome
1600,Progressive familial intrahepatic cholestasis 1,/diseases/9802/progressive-familial-intrahepatic-cholestasis-1
1601,Byssinosis,/diseases/5976/byssinosis
1602,C syndrome,/diseases/5978/c-syndrome
1603,Clostridium perfringens infection,/diseases/11970/clostridium-perfringens-infection
1604,Clostridium sordellii infection,/diseases/9771/clostridium-sordellii-infection
1605,C1q deficiency,/diseases/12958/c1q-deficiency
1606,C1q nephropathy,/diseases/12136/c1q-nephropathy
1607,Leiner disease,/diseases/6878/leiner-disease
1608,Complement component 8 deficiency type 1,/diseases/10626/complement-component-8-deficiency-type-1
1609,Complement component 8 deficiency type 2,/diseases/10625/complement-component-8-deficiency-type-2
1610,Hereditary cerebral hemorrhage with amyloidosis,/diseases/10266/hereditary-cerebral-hemorrhage-with-amyloidosis
1611,Cabezas syndrome,/diseases/13244/cabezas-syndrome
1612,Medullary sponge kidney,/diseases/232/medullary-sponge-kidney
1613,Leukoencephalopathy with vanishing white matter,/diseases/231/leukoencephalopathy-with-vanishing-white-matter
1614,CADASIL,/diseases/1049/cadasil
1615,"Deafness, dystonia, and cerebral hypomyelination ",/diseases/12472/deafness-dystonia-and-cerebral-hypomyelination
1616,Hyperphenylalaninemia due to dehydratase deficiency,/diseases/2843/hyperphenylalaninemia-due-to-dehydratase-deficiency
1617,Chronic active Epstein-Barr virus infection,/diseases/9534/chronic-active-epstein-barr-virus-infection
1618,"Cafe au lait spots, multiple",/diseases/1050/cafe-au-lait-spots-multiple
1619,Watson syndrome,/diseases/5540/watson-syndrome
1620,Caffey disease,/diseases/1051/caffey-disease
1621,Congenital adrenal hyperplasia,/diseases/1467/congenital-adrenal-hyperplasia
1622,CAID syndrome,/diseases/12281/caid-syndrome
1623,Calabro syndrome,/diseases/8584/calabro-syndrome
1624,"Synostoses, tarsal, carpal, and digital",/diseases/9863/synostoses-tarsal-carpal-and-digital
1625,Calcifying Epithelial Odontogenic Tumor,/diseases/6256/calcifying-epithelial-odontogenic-tumor
1626,Pilomatrixoma,/diseases/9452/pilomatrixoma
1627,CREST syndrome,/diseases/12430/crest-syndrome
1628,Calciphylaxis,/diseases/5980/calciphylaxis
1629,Chondrocalcinosis 2,/diseases/1292/chondrocalcinosis-2
1630,Hair defect-photosensitivity-intellectual disability syndrome,/diseases/2582/hair-defect-photosensitivity-intellectual-disability-syndrome
1631,California encephalitis,/diseases/10820/california-encephalitis
1632,La Crosse encephalitis,/diseases/10925/la-crosse-encephalitis
1633,Calloso-genital dysplasia,/diseases/1055/calloso-genital-dysplasia
1634,Limb-girdle muscular dystrophy type 2A,/diseases/1057/limb-girdle-muscular-dystrophy-type-2a
1635,Calvarial hyperostosis,/diseases/1058/calvarial-hyperostosis
1636,Genoa syndrome,/diseases/2454/genoa-syndrome
1637,Camera Marugo Cohen syndrome,/diseases/8413/camera-marugo-cohen-syndrome
1638,Cataract-microcephaly-failure to thrive-kyphoscoliosis,/diseases/1060/cataract-microcephaly-failure-to-thrive-kyphoscoliosis
1639,Spinocerebellar ataxia autosomal recessive 5,/diseases/9977/spinocerebellar-ataxia-autosomal-recessive-5
1640,Campomelia Cumming type,/diseases/1061/campomelia-cumming-type
1641,Campomelic dysplasia,/diseases/10027/campomelic-dysplasia
1642,Pierre Robin sequence with pectus excavatum and rib and scapular anomalies,/diseases/10090/pierre-robin-sequence-with-pectus-excavatum-and-rib-and-scapular-anomalies
1643,Camptomelic syndrome long limb type,/diseases/1071/camptomelic-syndrome-long-limb-type
1644,Camptobrachydactyly,/diseases/1062/camptobrachydactyly
1645,Weaver syndrome,/diseases/7878/weaver-syndrome
1646,Camptodactyly vertebral fusion,/diseases/1070/camptodactyly-vertebral-fusion
1647,Camptodactyly-ichthyosis syndrome,/diseases/10134/camptodactyly-ichthyosis-syndrome
1648,Camptodactyly syndrome Guadalajara type 1,/diseases/1067/camptodactyly-syndrome-guadalajara-type-1
1649,Camptodactyly syndrome Guadalajara type 2,/diseases/1068/camptodactyly-syndrome-guadalajara-type-2
1650,Camptodactyly syndrome Guadalajara type 3,/diseases/10573/camptodactyly-syndrome-guadalajara-type-3
1651,Camptodactyly taurinuria,/diseases/1069/camptodactyly-taurinuria
1652,Spondylocamptodactyly,/diseases/4972/spondylocamptodactyly
1653,Tel Hashomer camptodactyly syndrome,/diseases/5128/tel-hashomer-camptodactyly-syndrome
1654,"Camptodactyly, fibrous tissue hyperplasia, and skeletal dysplasia",/diseases/1064/camptodactyly-fibrous-tissue-hyperplasia-and-skeletal-dysplasia
1655,Rozin Hertz Goodman syndrome,/diseases/216/rozin-hertz-goodman-syndrome
1656,"Camptodactyly, tall stature, and hearing loss syndrome",/diseases/10012/camptodactyly-tall-stature-and-hearing-loss-syndrome
1657,Congenital amegakaryocytic thrombocytopenia,/diseases/640/congenital-amegakaryocytic-thrombocytopenia
1658,"Camurati Engelmann disease, type 2",/diseases/8748/camurati-engelmann-disease-type-2
1659,Camurati-Engelmann disease,/diseases/1072/camurati-engelmann-disease
1660,Fallopian tube cancer,/diseases/9162/fallopian-tube-cancer
1661,"Oropharyngeal cancer, adult",/diseases/9358/oropharyngeal-cancer-adult
1662,Pancreatic cancer,/diseases/9364/pancreatic-cancer
1663,Testicular cancer,/diseases/7746/testicular-cancer
1664,"Penile cancer, adult",/diseases/9366/penile-cancer-adult
1665,Supraglottic laryngeal cancer,/diseases/9478/supraglottic-laryngeal-cancer
1666,Noma,/diseases/4001/noma
1667,"Candidiasis familial chronic mucocutaneous, autosomal dominant",/diseases/12314/candidiasis-familial-chronic-mucocutaneous-autosomal-dominant
1668,Candida glabrata,/diseases/8171/candida-glabrata
1669,"Candidiasis familial chronic mucocutaneous, autosomal recessive",/diseases/1077/candidiasis-familial-chronic-mucocutaneous-autosomal-recessive
1670,Chronic atypical neutrophilic dermatosis with lipodystrophy and elevated temperature,/diseases/10811/chronic-atypical-neutrophilic-dermatosis-with-lipodystrophy-and-elevated-temperature
1671,Leptospirosis,/diseases/7881/leptospirosis
1672,CANOMAD syndrome,/diseases/9778/canomad-syndrome
1673,Cantalamessa Baldini Ambrosi syndrome,/diseases/1078/cantalamessa-baldini-ambrosi-syndrome
1674,Pentalogy of Cantrell,/diseases/7359/pentalogy-of-cantrell
1675,Cantu Sanchez-Corona Fragoso syndrome,/diseases/1081/cantu-sanchez-corona-fragoso-syndrome
1676,Cantu Sanchez-Corona Garcia-Cruz syndrome,/diseases/1082/cantu-sanchez-corona-garcia-cruz-syndrome
1677,Cantu Sanchez-Corona Hernandez syndrome,/diseases/1083/cantu-sanchez-corona-hernandez-syndrome
1678,Cantu syndrome,/diseases/8585/cantu-syndrome
1679,Cap myopathy,/diseases/11915/cap-myopathy
1680,Dentinogenesis imperfecta type 2,/diseases/12796/dentinogenesis-imperfecta-type-2
1681,Dentinogenesis imperfecta ,/diseases/6258/dentinogenesis-imperfecta
1682,North Carolina macular dystrophy,/diseases/9179/north-carolina-macular-dystrophy
1683,Capillary hemangioblastoma,/diseases/8522/capillary-hemangioblastoma
1684,Systemic capillary leak syndrome,/diseases/1084/systemic-capillary-leak-syndrome
1685,Microcystic lymphatic malformation,/diseases/13020/microcystic-lymphatic-malformation
1686,Capillary malformation-arteriovenous malformation syndrome,/diseases/11904/capillary-malformation-arteriovenous-malformation-syndrome
1687,"Cerebellar ataxia, areflexia, pes cavus, optic atrophy and sensorinural hearing loss",/diseases/1188/cerebellar-ataxia-areflexia-pes-cavus-optic-atrophy-and-sensorinural-hearing-loss
1688,Cryopyrin-associated periodic syndrome,/diseases/10927/cryopyrin-associated-periodic-syndrome
1689,Carney complex,/diseases/1119/carney-complex
1690,Cerebral autosomal recessive arteriopathy with subcortical infarcts and leukoencephalopathy,/diseases/10424/cerebral-autosomal-recessive-arteriopathy-with-subcortical-infarcts-and-leukoencephalopathy
1691,Carbamoyl phosphate synthetase 1 deficiency,/diseases/7269/carbamoyl-phosphate-synthetase-1-deficiency
1692,DDOST-CDG (CDG-Ir),/diseases/12398/ddost-cdg-cdg-ir
1693,PMM2-CDG (CDG-Ia),/diseases/9826/pmm2-cdg-cdg-ia
1694,DPM1-CDG (CDG-Ie),/diseases/9831/dpm1-cdg-cdg-ie
1695,MPDU1-CDG (CDG-If),/diseases/9832/mpdu1-cdg-cdg-if
1696,MAN1B1-CDG,/diseases/12417/man1b1-cdg
1697,MOGS-CDG (CDG-IIb),/diseases/10767/mogs-cdg-cdg-iib
1698,COG7-CDG (CDG-IIe),/diseases/9842/cog7-cdg-cdg-iie
1699,SLC35A1-CDG (CDG-IIf),/diseases/12409/slc35a1-cdg-cdg-iif
1700,COG1-CDG (CDG-IIg),/diseases/10226/cog1-cdg-cdg-iig
1701,COG8-CDG (CDG-IIh),/diseases/12411/cog8-cdg-cdg-iih
1702,COG5-CDG (CDG-IIi),/diseases/12348/cog5-cdg-cdg-iii
1703,COG4-CDG (CDG-IIj),/diseases/12412/cog4-cdg-cdg-iij
1704,TMEM165-CDG (CDG-IIk),/diseases/12413/tmem165-cdg-cdg-iik
1705,DPAGT1-CDG (CDG-Ij),/diseases/9837/dpagt1-cdg-cdg-ij
1706,DOLK-CDG (CDG-Im),/diseases/12393/dolk-cdg-cdg-im
1707,RFT1-CDG (CDG-In),/diseases/12394/rft1-cdg-cdg-in
1708,DPM3-CDG (CDG-Io),/diseases/12395/dpm3-cdg-cdg-io
1709,DPM2-CDG,/diseases/12416/dpm2-cdg
1710,SSR4-CDG,/diseases/12405/ssr4-cdg
1711,Hyperlipoproteinemia type 4,/diseases/6418/hyperlipoproteinemia-type-4
1712,Glucose-galactose malabsorption,/diseases/6521/glucose-galactose-malabsorption
1713,MPI-CDG (CDG-Ib),/diseases/9830/mpi-cdg-cdg-ib
1714,Congenital disorders of glycosylation,/diseases/10307/congenital-disorders-of-glycosylation
1715,Carbon baby syndrome,/diseases/1089/carbon-baby-syndrome
1716,Graphite Pneumoconiosis,/diseases/8359/graphite-pneumoconiosis
1717,Carbonic anhydrase VA deficiency,/diseases/13201/carbonic-anhydrase-va-deficiency
1718,Carcinoid syndrome,/diseases/5994/carcinoid-syndrome
1719,Carcinoid tumor,/diseases/9316/carcinoid-tumor
1720,Carcinoid tumor childhood,/diseases/9315/carcinoid-tumor-childhood
1721,Carcinoma of the vocal tract,/diseases/5996/carcinoma-of-the-vocal-tract
1722,"Carcinoma of unknown primary site, childhood",/diseases/9392/carcinoma-of-unknown-primary-site-childhood
1723,Carcinoma showing thymus-like differentiation,/diseases/11924/carcinoma-showing-thymus-like-differentiation
1724,Merkel cell carcinoma,/diseases/9266/merkel-cell-carcinoma
1725,Squamous cell carcinoma,/diseases/1091/squamous-cell-carcinoma
1726,Squamous cell carcinoma of the head and neck,/diseases/8503/squamous-cell-carcinoma-of-the-head-and-neck
1727,Malignant mixed Mullerian tumor,/diseases/6966/malignant-mixed-mullerian-tumor
1728,Uterine Carcinosarcoma ,/diseases/12335/uterine-carcinosarcoma
1729,MED13L haploinsufficiency syndrome,/diseases/12999/med13l-haploinsufficiency-syndrome
1730,Cardiac diverticulum,/diseases/1094/cardiac-diverticulum
1731,Cardiac hydatid cysts with intracavitary expansion,/diseases/199/cardiac-hydatid-cysts-with-intracavitary-expansion
1732,Cardiac rupture,/diseases/10468/cardiac-rupture
1733,"Cardiac valvular dysplasia, X-linked",/diseases/1096/cardiac-valvular-dysplasia-x-linked
1734,Cardiac-Valvular Ehlers-Danlos syndrome,/diseases/12613/cardiac-valvular-ehlers-danlos-syndrome
1735,Jervell Lange-Nielsen syndrome,/diseases/3048/jervell-lange-nielsen-syndrome
1736,Cardioauditory syndrome of Sanchez Cascos,/diseases/8519/cardioauditory-syndrome-of-sanchez-cascos
1737,Cardiocranial syndrome,/diseases/8586/cardiocranial-syndrome
1738,Cardioencephalomyopathy,/diseases/10673/cardioencephalomyopathy
1739,Cardiofacial syndrome short limbs,/diseases/1097/cardiofacial-syndrome-short-limbs
1740,Cardiofaciocutaneous syndrome,/diseases/9146/cardiofaciocutaneous-syndrome
1741,Dilated cardiomyopathy with hypergonadotropic hypogonadism,/diseases/3373/dilated-cardiomyopathy-with-hypergonadotropic-hypogonadism
1742,Cardiomelic syndrome Stratton Koehler type,/diseases/1099/cardiomelic-syndrome-stratton-koehler-type
1743,LEOPARD syndrome,/diseases/1100/leopard-syndrome
1744,Sengers syndrome,/diseases/1142/sengers-syndrome
1745,Cardiomyopathy and deafness due to tRNA lysine gene mutation,/diseases/1108/cardiomyopathy-and-deafness-due-to-trna-lysine-gene-mutation
1746,Cardiomyopathy cataract hip spine disease,/diseases/1102/cardiomyopathy-cataract-hip-spine-disease
1747,Cardiomyopathy diabetes deafness,/diseases/1103/cardiomyopathy-diabetes-deafness
1748,Cardiomyopathy dilated with conduction defect type 1,/diseases/1104/cardiomyopathy-dilated-with-conduction-defect-type-1
1749,Cardiomyopathy dilated with conduction defect type 2,/diseases/5644/cardiomyopathy-dilated-with-conduction-defect-type-2
1750,Cardiomyopathy dilated with woolly hair and keratoderma,/diseases/5595/cardiomyopathy-dilated-with-woolly-hair-and-keratoderma
1751,Cardiomyopathy due to anthracyclines,/diseases/1107/cardiomyopathy-due-to-anthracyclines
1752,Familial hypertrophic cardiomyopathy,/diseases/7229/familial-hypertrophic-cardiomyopathy
1753,Cardiomyopathy hypogonadism metabolic anomalies,/diseases/1109/cardiomyopathy-hypogonadism-metabolic-anomalies
1754,Cardiomyopathy spherocytosis,/diseases/1110/cardiomyopathy-spherocytosis
1755,Familial dilated cardiomyopathy,/diseases/2905/familial-dilated-cardiomyopathy
1756,"Cardiomyopathy, fatal fetal, due to myocardial calcification",/diseases/8311/cardiomyopathy-fatal-fetal-due-to-myocardial-calcification
1757,Cardioskeletal syndrome Kuwaiti type,/diseases/2613/cardioskeletal-syndrome-kuwaiti-type
1758,Cardiospasm,/diseases/5999/cardiospasm
1759,"Mitral regurgitation, conductive deafness, and fusion of cervical vertebrae and of carpal and tarsal bones",/diseases/2362/mitral-regurgitation-conductive-deafness-and-fusion-of-cervical-vertebrae-and-of-carpal-and-tarsal-bones
1760,Carey-Fineman-Ziter syndrome,/diseases/3889/carey-fineman-ziter-syndrome
1761,Pectus carinatum,/diseases/9656/pectus-carinatum
1762,Multicentric osteolysis nephropathy,/diseases/3818/multicentric-osteolysis-nephropathy
1763,Carnevale Hernandez Castillo syndrome,/diseases/1117/carnevale-hernandez-castillo-syndrome
1764,Paraganglioma and gastric stromal sarcoma,/diseases/10643/paraganglioma-and-gastric-stromal-sarcoma
1765,Carney triad,/diseases/10924/carney-triad
1766,Primary carnitine deficiency,/diseases/5104/primary-carnitine-deficiency
1767,Carnitine palmitoyl transferase 1 deficiency,/diseases/1120/carnitine-palmitoyl-transferase-1-deficiency
1768,"Carnitine palmitoyltransferase I deficiency , muscle",/diseases/10325/carnitine-palmitoyltransferase-i-deficiency-muscle
1769,Carnitine palmitoyltransferase 2 deficiency,/diseases/1121/carnitine-palmitoyltransferase-2-deficiency
1770,Carnitine-acylcarnitine translocase deficiency,/diseases/1123/carnitine-acylcarnitine-translocase-deficiency
1771,Carnosinemia,/diseases/6001/carnosinemia
1772,Caroli disease,/diseases/6002/caroli-disease
1773,Carotid body tumor,/diseases/10598/carotid-body-tumor
1774,Carotidynia,/diseases/10369/carotidynia
1775,Carpal deformity micrognathia microstomia,/diseases/1125/carpal-deformity-micrognathia-microstomia
1776,Carpo tarsal osteolysis recessive,/diseases/1129/carpo-tarsal-osteolysis-recessive
1777,Carpotarsal osteochondromatosis,/diseases/1128/carpotarsal-osteochondromatosis
1778,Chronic eosinophilic pneumonia (CEP),/diseases/1130/chronic-eosinophilic-pneumonia-cep
1779,Collagenopathy type 2 alpha 1,/diseases/9246/collagenopathy-type-2-alpha-1
1780,Cartilage-hair hypoplasia,/diseases/6996/cartilage-hair-hypoplasia
1781,Metaphyseal dysplasia without hypotrichosis,/diseases/10622/metaphyseal-dysplasia-without-hypotrichosis
1782,Cartilaginous cancer,/diseases/6004/cartilaginous-cancer
1783,Tracheobronchopathia osteoplastica,/diseases/5235/tracheobronchopathia-osteoplastica
1784,Cartwright Nelson Fryns syndrome,/diseases/1132/cartwright-nelson-fryns-syndrome
1785,CASK-Related Disorders,/diseases/12670/cask-related-disorders
1786,"Cataracts, ataxia, short stature, and mental retardation",/diseases/10222/cataracts-ataxia-short-stature-and-mental-retardation
1787,Cassavism,/diseases/10442/cassavism
1788,Cri du chat syndrome,/diseases/6213/cri-du-chat-syndrome
1789,Cat eye syndrome,/diseases/26/cat-eye-syndrome
